record_id,record_date,record_title,topic,catalog_url,pdf_url,pdf_page,page_url,page_role,date_signal,page_signal,extracted_text_chars
"clinton-v27-005","1994-11-07","Soderberg notes from Bosnia and Angola PC meeting","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/72408","https://clinton.presidentiallibraries.us/files/original/d99d763c5a60d17afe606193e3fb0a86.pdf","1","https://clinton.presidentiallibraries.us/files/original/d99d763c5a60d17afe606193e3fb0a86.pdf#page=1","administrative_marker","2012","Case Number: 2012-0798-F","368"
"clinton-v27-005","1994-11-07","Soderberg notes from Bosnia and Angola PC meeting","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/72408","https://clinton.presidentiallibraries.us/files/original/d99d763c5a60d17afe606193e3fb0a86.pdf","2","https://clinton.presidentiallibraries.us/files/original/d99d763c5a60d17afe606193e3fb0a86.pdf#page=2","withdrawal_sheet","11/07/1994","Withdrawal/Redaction Sheet","2034"
"clinton-v27-005","1994-11-07","Soderberg notes from Bosnia and Angola PC meeting","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/72408","https://clinton.presidentiallibraries.us/files/original/d99d763c5a60d17afe606193e3fb0a86.pdf","3","https://clinton.presidentiallibraries.us/files/original/d99d763c5a60d17afe606193e3fb0a86.pdf#page=3","withdrawal_marker","11/07/1994","Withdrawal/Redaction Marker","2040"
"clinton-v27-022","1994-12-05","Zimbabwe 1995 and Zimbabwe 1997 FOIA release packet","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14676","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf","1","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf#page=1","withdrawal_sheet","1995","Withdrawal/Redaction Sheet","2080"
"clinton-v27-022","1994-12-05","Zimbabwe 1995 and Zimbabwe 1997 FOIA release packet","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14676","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf","2","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf#page=2","released_or_context_text","1995","President","993"
"clinton-v27-022","1994-12-05","Zimbabwe 1995 and Zimbabwe 1997 FOIA release packet","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14676","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf","3","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf#page=3","withdrawal_sheet","08/25/1997","• t ' • • • • • • ' ' ' '""""\'~.:~:'t;~","2598"
"clinton-v27-022","1994-12-05","Zimbabwe 1995 and Zimbabwe 1997 FOIA release packet","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14676","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf","4","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf#page=4","released_or_context_text","1997","\'","1376"
"clinton-v27-022","1994-12-05","Zimbabwe 1995 and Zimbabwe 1997 FOIA release packet","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14676","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf","5","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf#page=5","released_document_text","11/05/97","FROM DEPARTMENT OF STATE 4A (THU) 11. 6' 97 16:53/ST. 16:53/NO. 3760637124 P 2","1022"
"clinton-v27-022","1994-12-05","Zimbabwe 1995 and Zimbabwe 1997 FOIA release packet","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14676","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf","6","https://clinton.presidentiallibraries.us/files/original/df4bb9956a0cbbcb0c924a11c321abd7.pdf#page=6","released_document_text","1111","F.ROM DEPARTMENT OF STATE 4A (THU) 1!. 6' 97 16: 53/ST. 16: 53/NO. 3760637124 P 4","3765"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","1","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=1","withdrawal_sheet","03/06/1997","~-------------------","2992"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","2","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=2","withdrawal_sheet","1997","--------------------","2293"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","3","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=3","released_document_text","","U NCLASSI FlED","1918"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","4","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=4","withdrawal_sheet","1995","Withdrawal/Redaction Sheet","2878"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","5","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=5","withdrawal_sheet","05/10/1995","Withdrawal/Redaction Sheet","3221"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","6","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=6","withdrawal_sheet","1995","Withdrawal/Redaction Sheet","2375"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","7","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=7","released_or_context_text","May 30 1995","·-~ Ad~OOJ04dJ""J'['I l""!l""'P!'""d OO)O!J~ : "" "" ,","1355"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","8","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=8","withdrawal_sheet","05/02/1995","·Withdrawal/Redaction Sheet","2601"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","9","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=9","released_document_text","1996","""' 2FBB7B1","1306"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","10","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=10","released_document_text","1995","2FBB7B16.FIN Page 2 of2","639"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","11","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=11","withdrawal_sheet","01/09/1997","Withdrawal/Redaction Sheet","2457"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","12","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=12","released_document_text","February 28, 1997","MSMail","1693"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","13","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=13","released_or_context_text","","______.3""'3c-.-1,..7nc87""""'B""'~E....--...F""'""IN.....--------- ----","1805"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","14","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=14","released_or_context_text","","331787BE.FIN Page 3 of3","209"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","15","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=15","withdrawal_sheet","04/24/1996","Withdrawal/Redaction Sheet","2792"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","16","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=16","released_document_text","December 24, 1996","- ---------------------------------------------,=:---:--::-:::----------.","1884"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","17","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=17","released_document_text","December 24, 1996","32COOA 70.FIN Page 2 of2","454"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","18","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=18","released_document_text","9714","3300C8B6.FIN Page 1 of75","572"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","19","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=19","released_or_context_text","","3300C8B6.FIN Page 2 of75","899"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","20","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=20","released_or_context_text","","3300C8B6.FIN Page 3 of75","646"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","21","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=21","released_or_context_text","","3300C8B6.FIN Page 4 of75","1602"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","22","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=22","released_or_context_text","","3300C8B6.FIN Page 5 of75","1922"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","23","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=23","released_or_context_text","1990","---~--------------------------------------------------.","2284"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","24","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=24","released_or_context_text","1997","3300C8B6.FIN Page 7 of75","2100"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","25","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=25","released_or_context_text","1995","3300C8B6.FIN Page 8 of75","1879"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","26","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=26","released_or_context_text","1991","3300C8B6.FIN Page 9 of75","1844"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","27","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=27","released_document_text","May 31, 1997","3300C8B6.FIN Page 10 of75","1881"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","28","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=28","released_or_context_text","","3300C8B6.FIN Page 11 of75","1895"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","29","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=29","released_or_context_text","","3300C8B6.FIN Page 12 of75","1817"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","30","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=30","released_or_context_text","1996","3300C8B6.FIN Page 13 of75","1902"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","31","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=31","released_or_context_text","1996","3300C8B6.FIN Page 14 of75","2068"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","32","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=32","released_document_text","1995","3300C8B6.FIN Page 15 of75","2030"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","33","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=33","released_or_context_text","1995","3300C8B6.FIN Page 16 of75","1944"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","34","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=34","released_or_context_text","1995","3300C8B6.FIN Page 17 of75","1896"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","35","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=35","released_or_context_text","1990","3300C8B6.FIN Page 18 of75","2059"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","36","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=36","released_or_context_text","1995","3300C8B6.FIN Page 19 of75","1733"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","37","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=37","released_or_context_text","1994","3300C8B6.FIN Page 20 of75","2142"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","38","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=38","released_or_context_text","September 30, 1996","3300C8B6.FIN Page 21 of75","2163"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","39","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=39","released_or_context_text","1995","---~~~~~~~~~~~~~~~~~~~~--- -------- ---------","2111"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","40","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=40","released_or_context_text","1996","3300C8B6.FIN Page 23 of75","2150"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","41","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=41","released_or_context_text","1997","3300C8B6.FIN Page 24 of75","2054"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","42","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=42","released_or_context_text","1994","3300C8B6.FIN Page 25 of75","2151"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","43","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=43","released_or_context_text","1995","3300C8B6.FIN Page 26 of75","1967"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","44","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=44","released_or_context_text","1996","3300C8B6.FIN Page 27 of75","2133"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","45","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=45","released_or_context_text","1995","~~----------------------------------------------------------------------------------------~","2095"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","46","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=46","released_or_context_text","1996","3300C8B6.FIN Page 29 of75","2094"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","47","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=47","released_or_context_text","1997","3300C8B6.FIN Page 30 of75","1891"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","48","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=48","released_or_context_text","1991","3300C8B6.FIN Page 31 of75","2132"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","49","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=49","released_or_context_text","1997","3300C8B6.FIN Page 32 of75","2214"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","50","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=50","released_or_context_text","","3300C8B6.FIN Page 33 of75","1999"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","51","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=51","released_or_context_text","1996","3300C8B6.FIN Page 34 of75","2131"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","52","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=52","released_document_text","1996","----------------------------------------------------------.","2122"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","53","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=53","released_or_context_text","1997","-~----------","2167"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","54","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=54","released_or_context_text","1996","3300C8B6.FIN Page 37 of75","2104"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","55","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=55","released_document_text","1996","3300C8B6.FIN Page 38 of75","1906"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","56","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=56","released_document_text","1997","3300C8B6.FIN Page 39 of75","2191"
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","57","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=57","released_document_text","1996","3300C8B6.FIN Page 40 of75","2057"
